variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status
232-522,Tomato,,"Indeterminate cluster tomato, vigorous plant, dark green leaves, mid-early.","Slightly flat, red color, firm, 140-150 gr, jointless, 6-7 fruits per cluster.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TSWV",Hydroponic culture.,"Plant: Indeterminate cluster tomato, vigorous plant, dark green leaves, mid-early.
Fruit: Slightly flat, red color, firm, 140-150 gr, jointless, 6-7 fruits per cluster.
Cultivation: Hydroponic culture.",,,
232-595,Tomato,,"Indeterminate oval tomato, vigorous, dark green leaves, early.","Slightly flat, red color, firm, 140-150 gr, jointless, 6-7 fruits per cluster.","HR: ToMV, Vd, Va, Fol 0-1-2, Ff A-E / IR: TYLCV, TSWV, Ma,
Mi, Mj, Ss",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate oval tomato, vigorous, dark green leaves, early.
Fruit: Slightly flat, red color, firm, 140-150 gr, jointless, 6-7 fruits per cluster.
Cultivation: Autumn and spring seasons in greenhouse.",,,
232-598,Tomato,,"Indeterminate oval tomato, vigorous, dark green leaves, early.","Oval-elongated, red color, firm, 120-130 g, productive.","HR: ToMV, Vd, Va, Fol 0-1, Ff A-E / IR: TYLCV, TSWV, Ma,
Mi, Mj, Ss",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate oval tomato, vigorous, dark green leaves, early.
Fruit: Oval-elongated, red color, firm, 120-130 g, productive.
Cultivation: Autumn and spring seasons in greenhouse.",,,
232-599,Tomato,,"Indeterminate oval tomato, vigorous, dark green leaves, mid-early.","Oval, red color, firm, 120-130 g, long shelf life.","HR: ToMV, Vd, Va, Fol 0-1-2, Ff A-E / IR: TYLCV, TSWV, Ma, Mi, Mj, Ss, ToBRFV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate oval tomato, vigorous, dark green leaves, mid-early.
Fruit: Oval, red color, firm, 120-130 g, long shelf life.
Cultivation: Autumn and spring seasons in greenhouse.",,,
232-604,Tomato,,"Indeterminate oval tomato, vigorous, short internodes, mid-early.","Oval-elongated, red color, firm, 120-130 g, less juicy, productive.","HR: ToMV, Vd, Va, Fol 0-1, Ff A-E / IR: TSWV, Ma, Mi, Mj, Ss",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate oval tomato, vigorous, short internodes, mid-early.
Fruit: Oval-elongated, red color, firm, 120-130 g, less juicy, productive.
Cultivation: Autumn and spring seasons in greenhouse.",,,
232-725,Tomato,,"Indeterminate round loose tomato, vigorous, dark green leaves, short internodes.","Pink color, round, firm, uniform shape and size, 220-240 gr.","HR: ToMV, Vd, Va, Fol 0, For, Ff A-E / IR: TYLCV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate round loose tomato, vigorous, dark green leaves, short internodes.
Fruit: Pink color, round, firm, uniform shape and size, 220-240 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
232-726,Tomato,,"Indeterminate round loose tomato, vigorous, dark green leaves, short internodes.","Pink color, round, firm, uniform shape and size, 220-240 gr.","HR: ToMV, Vd, Va, Fol 0, For / IR: TYLCV",Autumn and spring seasons in greenhouse and tunnel.,"Plant: Indeterminate round loose tomato, vigorous, dark green leaves, short internodes.
Fruit: Pink color, round, firm, uniform shape and size, 220-240 gr.
Cultivation: Autumn and spring seasons in greenhouse and tunnel.",,,
232-745,Tomato,,"Indeterminate round loose tomato, vigorous, dark green leaves, short internodes.","Pink color, round, 220-230 gr, firm, uniform shape, productive.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-B / IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse and tunnel.,"Plant: Indeterminate round loose tomato, vigorous, dark green leaves, short internodes.
Fruit: Pink color, round, 220-230 gr, firm, uniform shape, productive.
Cultivation: Autumn and spring seasons in greenhouse and tunnel.",,,
232-746,Tomato,,"Indeterminate pink tomato, vigorous, compact, dark green leaves, mid-early.","Shiny pink color,  globe and slightly ribbed, firm, 250-260 gr, good taste, long shelf life..","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, TSWV, Ss","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate pink tomato, vigorous, compact, dark green leaves, mid-early.
Fruit: Shiny pink color,  globe and slightly ribbed, firm, 250-260 gr, good taste, long shelf life..
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
232-766,Tomato,,"Indeterminate red ox heart loose tomato, vigorous, short internodes, early, productive.","Red color, shiny,  globe-heart shape, slightly sliced, 300-350 gr, firm.","HR: ToMV, Vd, Va, Fol 0 / IR: TYLCV, ToBRFV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate red ox heart loose tomato, vigorous, short internodes, early, productive.
Fruit: Red color, shiny,  globe-heart shape, slightly sliced, 300-350 gr, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
232-804,Tomato,,"Indeterminate hierloom, short internodes, early.","Flat, sliced, 240-260 gr, red flesh color, firm, suitable to green harvest, long shelf life.","HR: ToMV, Fol 0, Ff A-E  / IR: TYLCV",Autumn and spring seasons in greenhouse and open field.,"Plant: Indeterminate hierloom, short internodes, early.
Fruit: Flat, sliced, 240-260 gr, red flesh color, firm, suitable to green harvest, long shelf life.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,
232-808,Tomato,,"Indeterminate red ox heart loose tomato, vigorous plant, early, productive.","Red color, shiny,  heart-globe shape, slightly sliced, 300-350 gr, firm, less juice.","HR: ToMV, Vd, Va, Fol 0, Ff A-B / IR: TYLCV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate red ox heart loose tomato, vigorous plant, early, productive.
Fruit: Red color, shiny,  heart-globe shape, slightly sliced, 300-350 gr, firm, less juice.
Cultivation: Autumn and spring seasons in greenhouse.",,,
232-809,Tomato,,"Indeterminate red ox heart loose tomato, vigorous plant, early, productive.","Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate red ox heart loose tomato, vigorous plant, early, productive.
Fruit: Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
232-872,Tomato,,"Indeterminate oval cocktail tomato, vigorous plant, early.","Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.","HR: ToMV, Fol 0 / IR: TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate oval cocktail tomato, vigorous plant, early.
Fruit: Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
232-877,Tomato,,"Indeterminate oval cocktail tomato, vigorous plant, early.","Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.","HR: ToMV, Fol 0-1 / IR: TYLCV,
Ss","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate oval cocktail tomato, vigorous plant, early.
Fruit: Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
232-879,Tomato,,"Indeterminate oval cocktail tomato, vigorous plant, early.","Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.","HR: ToMV, Fol 0-1, Ff A-E  / IR: TYLCV, Ma, Mi, Mj","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate oval cocktail tomato, vigorous plant, early.
Fruit: Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
232-880,Tomato,,"Indeterminate oval cocktail tomato, vigorous plant, early.","Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.",HR: ToMV  / IR: TYLCV,"Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate oval cocktail tomato, vigorous plant, early.
Fruit: Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
232-882,Tomato,,"Indeterminate oval cocktail tomato, vigorous plant, early.","Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.","HR: ToMV, Va, Vd / IR: TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate oval cocktail tomato, vigorous plant, early.
Fruit: Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
232-919,Tomato,,"Indeterminate round loose cocktail tomato, vigorous, dark green leaves.","Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, Ma, Mi, Mj, ToTV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate round loose cocktail tomato, vigorous, dark green leaves.
Fruit: Red color, shiny,  heart shape, slightly sliced, 350-400 gr, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
232-984,Tomato,,"Indeterminate cherry tomato, early, very vigorous, short internodes.","Red color, firm, round, small calyx scar, 20-25 gr, suitable both loose and cluster harvest..","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate cherry tomato, early, very vigorous, short internodes.
Fruit: Red color, firm, round, small calyx scar, 20-25 gr, suitable both loose and cluster harvest..
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
242-779,Tomato,,"Indeterminate round cluster cherry tomato, vigorous, dark green leaves, short internodes, early.","Round, red color, firm, 15-20 g, fishbone cluster shape, firm, non-cracking.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, TSWV, ToBRFV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate round cluster cherry tomato, vigorous, dark green leaves, short internodes, early.
Fruit: Round, red color, firm, 15-20 g, fishbone cluster shape, firm, non-cracking.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
290-1153,Tomato,,"Determinate,vigorous, early, good leaf cover.","Saledette type, oval shape, red color, firm, 120-140 gr, good hot setting.","HR: ToMV, Fol 1 / IR: TYLCV,
Rs",Autumn and summer seasons open field.,"Plant: Determinate,vigorous, early, good leaf cover.
Fruit: Saledette type, oval shape, red color, firm, 120-140 gr, good hot setting.
Cultivation: Autumn and summer seasons open field.",,,
31-39,Tomato,,"Determinate tomato, good setting under high temperature, early.","Round, red color, 180-200 g, high yield.","HR:ToMV, Ve, Fol 0-1","Early spring under tunnels, spring-summer for open field","Plant: Determinate tomato, good setting under high temperature, early.
Fruit: Round, red color, 180-200 g, high yield.
Cultivation: Early spring under tunnels, spring-summer for open field",Iran,Y271 F1,In Progress
31-39,,,,,,,,Iran,CAPITAN F1,In Progress
31-39,,,,,,,,Netherlands,FEMALE LINE SEEDS,In Progress
31-39,,,,,,,,Netherlands,MALE LINE SEEDS,In Progress
31-39,,,,,,,,Iran,VENZA F1,In Progress
31-39,,,,,,,,Syria,NICE F1,Registered
41-14,Tomato,,"Determinate Tomato, early, vigorous plant. HR: ToMV, Ve, Fol 0-1, / IR : TYLCV","Red color, firm, 240 - 260 g.",,Open field.,"Plant: Determinate Tomato, early, vigorous plant. HR: ToMV, Ve, Fol 0-1, / IR : TYLCV
Fruit: Red color, firm, 240 - 260 g.
Cultivation: Open field.",,,
41-18,Tomato,,"Determinate tomato, vigorous , early, leaves cover well against sunburn.","Red color, slightly flat, very firm, 250-280 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, Ma, Mi, Mj",Open field.,"Plant: Determinate tomato, vigorous , early, leaves cover well against sunburn.
Fruit: Red color, slightly flat, very firm, 250-280 gr.
Cultivation: Open field.",Latvia,MARACANA F1,In Progress
41-18,,,,,,,,Azerbaijan,ER?NCEK F1,In Progress
41-18,,,,,,,,Belarus,MARMARA F1,In Progress
41-18,,,,,,,,Turkmenistan,GYRMYZY F1,In Progress
41-18,,,,,,,,Ukraine,MARMARA F1,In Progress
41-18,,,,,,,,Cyprus,MARMARA F1,In Progress
41-18,,,,,,,,Ukraine,MEYS F1,In Progress
41-18,,,,,,,,Serbia,MARACANA F1,Registered
41-18,,,,,,,,Azerbaijan,BENAL F1,In Progress
41-18,,,,,,,,United Arab Emirates,MARACANA F1,In Progress
41-18,,,,,,,,Austria,MARACANA F1,Registered
41-18,,,,,,,,Belgium,MARACANA F1,Registered
41-18,,,,,,,,Bulgaria,MARACANA F1,Registered
41-18,,,,,,,,Croatia,MARACANA F1,Registered
41-18,,,,,,,,Cyprus,MARACANA F1,Registered
41-18,,,,,,,,Czech Republic,MARACANA F1,Registered
41-18,,,,,,,,Denmark,MARACANA F1,Registered
41-18,,,,,,,,Estonia,MARACANA F1,Registered
41-18,,,,,,,,Finland,MARACANA F1,Registered
41-18,,,,,,,,France,MARACANA F1,Registered
41-18,,,,,,,,Germany,MARACANA F1,Registered
41-18,,,,,,,,Greece,MARACANA F1,Registered
41-18,,,,,,,,Hungary,MARACANA F1,Registered
41-18,,,,,,,,Ireland,MARACANA F1,Registered
41-18,,,,,,,,Italy,MARACANA F1,Registered
41-18,,,,,,,,Lithuania,MARACANA F1,Registered
41-18,,,,,,,,Luxembourg,MARACANA F1,Registered
41-18,,,,,,,,Malta,MARACANA F1,Registered
41-18,,,,,,,,Netherlands,MARACANA F1,Registered
41-18,,,,,,,,Poland,MARACANA F1,Registered
41-18,,,,,,,,Portugal,MARACANA F1,Registered
41-18,,,,,,,,Romania,MARACANA F1,Registered
41-18,,,,,,,,Slovakia,MARACANA F1,Registered
41-18,,,,,,,,Sierra Leone,MARACANA F1,Registered
41-18,,,,,,,,Spain,MARACANA F1,Registered
41-18,,,,,,,,Sweden,MARACANA F1,Registered
41-18,,,,,,,,Syria,OSTORA F1,Registered
41-18,,,,,,,,Kazakhstan,ERTEK F1,In Progress
41-18,,,,,,,,Russian Federation,MARMARA F1,Registered
41-18,,,,,,,,Poland,MARACANA F1,Registered
41-23,Tomato,,"Determinate tomato , vigorous, early, dark green leaves.","Glossy red color, round, very firm, 220-240 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, Ma, Mi, Mj",Open Field.,"Plant: Determinate tomato , vigorous, early, dark green leaves.
Fruit: Glossy red color, round, very firm, 220-240 gr.
Cultivation: Open Field.",Belarus,MEYS F1,Registered
41-23,,,,,,,,Iraq,DYNA F1,In Progress
41-23,,,,,,,,Iran,MEYS F1,In Progress
41-23,,,,,,,,Kyrgyzstan,MUZA F1,In Progress
41-23,,,,,,,,Kuwait,MEYS F1,In Progress
41-23,,,,,,,,Kuwait,JORY F1,In Progress
41-23,,,,,,,,Lebanon,MEYS F1,In Progress
41-23,,,,,,,,Lebanon,MERVA F1,In Progress
41-23,,,,,,,,Morocco,MEYS F1,In Progress
41-23,,,,,,,,Morocco,BAHJA F1,Registered
41-23,,,,,,,,Oman,MEYS F1,In Progress
41-23,,,,,,,,Oman,MERVA F1,In Progress
41-23,,,,,,,,Qatar,MEYS F1,In Progress
41-23,,,,,,,,Qatar,MERVA F1,In Progress
41-23,,,,,,,,Romania,MEYS F1,Registered
41-23,,,,,,,,Syria,MEYS F1,In Progress
41-23,,,,,,,,Syria,BAHCHE F1,In Progress
41-23,,,,,,,,Ukraine,MEYS F1,In Progress
41-23,,,,,,,,Cyprus,41-23 F1,In Progress
41-23,,,,,,,,Malta,MEYS F1,In Progress
41-23,,,,,,,,Austria,MEYS F1,Registered
41-23,,,,,,,,Belgium,MEYS F1,Registered
41-23,,,,,,,,Bulgaria,MEYS F1,Registered
41-23,,,,,,,,Croatia,MEYS F1,Registered
41-23,,,,,,,,Cyprus,MEYS F1,Registered
41-23,,,,,,,,Czech Republic,MEYS F1,Registered
41-23,,,,,,,,Denmark,MEYS F1,Registered
41-23,,,,,,,,Estonia,MEYS F1,Registered
41-23,,,,,,,,Finland,MEYS F1,Registered
41-23,,,,,,,,France,MEYS F1,Registered
41-23,,,,,,,,Germany,MEYS F1,Registered
41-23,,,,,,,,Greece,MEYS F1,Registered
41-23,,,,,,,,Hungary,MEYS F1,Registered
41-23,,,,,,,,Ireland,MEYS F1,Registered
41-23,,,,,,,,Italy,MEYS F1,Registered
41-23,,,,,,,,Latvia,MEYS F1,Registered
41-23,,,,,,,,Lithuania,MEYS F1,Registered
41-23,,,,,,,,Luxembourg,MEYS F1,Registered
41-23,,,,,,,,Netherlands,MEYS F1,Registered
41-23,,,,,,,,Poland,MEYS F1,Registered
41-23,,,,,,,,Portugal,MEYS F1,Registered
41-23,,,,,,,,Slovakia,MEYS F1,Registered
41-23,,,,,,,,Sierra Leone,MEYS F1,Registered
41-23,,,,,,,,Spain,MEYS F1,Registered
41-23,,,,,,,,Sweden,MEYS F1,Registered
41-23,,,,,,,,Jordan,MERVA F1,Registered
41-23,,,,,,,,Syria,NISREEN F1,Registered
41-23,,,,,,,,Poland,MEYS F1,Registered
41-23,,,,,,,,Kazakhstan,SUMBAR F1,In Progress
41-23,,,,,,,,Lebanon,BAHCHE F1,In Progress
41-23,,,,,,,,Russian Federation,MEYS F1,Registered
72-385,Tomato,,"Indeterminate Tomato, strong plant, short internodes, mid-early.","Red color, uniform, 6-7 fruits per cluster, 170-190 g, high yield.","HR: ToMV, Vd, Va, Fol 0-1 / IR: Ma, Mi, Mj, TYLCV, TSWV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Tomato, strong plant, short internodes, mid-early.
Fruit: Red color, uniform, 6-7 fruits per cluster, 170-190 g, high yield.
Cultivation: Autumn and spring seasons in greenhouse.",United Arab Emirates,ALKAN F1,In Progress
72-385,,,,,,,,United Arab Emirates,72-385 F1,In Progress
72-385,,,,,,,,Azerbaijan,ALKAN F1,In Progress
72-385,,,,,,,,Kyrgyzstan,AGAT F1,In Progress
72-385,,,,,,,,Lebanon,ALKAN F1,In Progress
72-385,,,,,,,,Lebanon,72-385 F1,In Progress
72-385,,,,,,,,Turkmenistan,ELVAN F1,In Progress
72-385,,,,,,,,Cyprus,ALKAN F1,In Progress
72-460,Tomato,,"Indeterminate cocktail tomato, short internodes, very early, dark green-small size leaves.","8-12 fruits per cluster, round, very firm, green stripes on brown skin, high lycopene, 45 gr, perfect taste and aroma.","HR: ToMV, Va, Vd, Fol 0 / IR:
Ma, Mi, Mj","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate cocktail tomato, short internodes, very early, dark green-small size leaves.
Fruit: 8-12 fruits per cluster, round, very firm, green stripes on brown skin, high lycopene, 45 gr, perfect taste and aroma.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Latvia,TIGER  F1,In Progress
72-460,,,,,,,,Netherlands,TIGER F1,In Progress
72-460,,,,,,,,Australia,TIGER F1,In Progress
72-460,,,,,,,,Azerbaijan,TURA F1,In Progress
72-460,,,,,,,,Canada,TIGER F1,In Progress
72-460,,,,,,,,Canada,KAPLAN F1,In Progress
72-460,,,,,,,,China,AYLIN F1,In Progress
72-460,,,,,,,,Mexico,TIGER F1,In Progress
72-460,,,,,,,,Mexico,KAPLAN F1,In Progress
72-460,,,,,,,,Poland,TIGER F1,In Progress
72-460,,,,,,,,Romania,TIGER F1,In Progress
72-460,,,,,,,,United States,TIGER F1,In Progress
72-460,,,,,,,,United States,KAPLAN F1,In Progress
72-460,,,,,,,,Austria,TIGER F1,Registered
72-460,,,,,,,,Slovakia,TIGER F1,Registered
72-460,,,,,,,,Cyprus,KAPLAN F1,In Progress
72-460,,,,,,,,Panama,TIGER F1,In Progress
72-460,,,,,,,,Argentina,KAPLAN F1,Registered
72-460,,,,,,,,Bulgaria,TIGER F1,Registered
72-460,,,,,,,,Croatia,TIGER F1,Registered
72-460,,,,,,,,Cyprus,TIGER F1,Registered
72-460,,,,,,,,Czech Republic,TIGER F1,Registered
72-460,,,,,,,,Denmark,TIGER F1,Registered
72-460,,,,,,,,Estonia,TIGER F1,Registered
72-460,,,,,,,,Finland,TIGER F1,Registered
72-460,,,,,,,,France,TIGER F1,Registered
72-460,,,,,,,,Germany,TIGER F1,Registered
72-460,,,,,,,,Greece,TIGER F1,Registered
72-460,,,,,,,,Hungary,TIGER F1,Registered
72-460,,,,,,,,Ireland,TIGER F1,Registered
72-460,,,,,,,,Italy,TIGER F1,Registered
72-460,,,,,,,,Latvia,TIGER F1,Registered
72-460,,,,,,,,Lithuania,TIGER F1,Registered
72-460,,,,,,,,Luxembourg,TIGER F1,Registered
72-460,,,,,,,,Malta,TIGER F1,Registered
72-460,,,,,,,,Poland,TIGER F1,Registered
72-460,,,,,,,,Portugal,TIGER F1,Registered
72-460,,,,,,,,Belgium,TIGER F1,Registered
72-460,,,,,,,,Sierra Leone,TIGER F1,Registered
72-460,,,,,,,,Spain,TIGER F1,Registered
72-460,,,,,,,,Sweden,TIGER F1,Registered
72-460,,,,,,,,Argentina,TIGER  F1,In Progress
81-191,Tomato,,"Indeterminate Tomato, vigorous plant, big leaves, short internodes. HR: ToMV, Vd, Va, Fol 0-1/ IR: Ma, Mi, Mj, TSWV","Red color, firm, 190-200 gr.",,Spring season in greenhouse and open field.,"Plant: Indeterminate Tomato, vigorous plant, big leaves, short internodes. HR: ToMV, Vd, Va, Fol 0-1/ IR: Ma, Mi, Mj, TSWV
Fruit: Red color, firm, 190-200 gr.
Cultivation: Spring season in greenhouse and open field.",,,
81-286,Tomato,,"Indeterminate Beef Tomato, early, vigorous plant, big size leaves.","Very good red color, 270-300 gr.","HR: ToMV, Vd, Va, Fol 0-1 / IR: Ma, Mi, Mj , TYLCV",Spring season in greenhouse and open field.,"Plant: Indeterminate Beef Tomato, early, vigorous plant, big size leaves.
Fruit: Very good red color, 270-300 gr.
Cultivation: Spring season in greenhouse and open field.",Cyprus,81-286 F1,In Progress
81-286,,,,,,,,Panama,TANAGER F1,In Progress
81-366,Tomato,,"Indeterminate Tomato, vigorous plant, very early and big leaves.","Very good red color, 4-6 fruits per cluster, 220-250g.","HR: ToMV, Vd, Va, Fol 0-1 / IR: Ma, Mi, Mj, TYLCV",Spring season in greenhouse and open field.,"Plant: Indeterminate Tomato, vigorous plant, very early and big leaves.
Fruit: Very good red color, 4-6 fruits per cluster, 220-250g.
Cultivation: Spring season in greenhouse and open field.",Qatar,TASNEEM F1,In Progress
81-366,,,,,,,,Azerbaijan,STAR F1,In Progress
81-366,,,,,,,,Poland,CEMILIA F1,Registered
81-366,,,,,,,,Qatar,CEM?LE F1,In Progress
81-366,,,,,,,,Qatar,TASNIM F1,In Progress
81-366,,,,,,,,Slovenia,CEMILIA F1,In Progress
81-366,,,,,,,,Germany,CEMILIA F1,Registered
81-366,,,,,,,,Portugal,CEMILIA F1,Registered
81-366,,,,,,,,Spain,CEMILIA F1,Registered
81-366,,,,,,,,Cyprus,CEM?LE F1,In Progress
81-366,,,,,,,,France,CEMILIA F1,Registered
81-366,,,,,,,,Greece,CEMILIA F1,Registered
81-366,,,,,,,,Hungary,CEMILIA F1,Registered
81-366,,,,,,,,Poland,CEMILIA F1,Registered
81-366,,,,,,,,Romania,CEMILIA F1,Registered
81-366,,,,,,,,Slovakia,CEMILIA F1,Registered
81-366,,,,,,,,Sierra Leone,CEMILIA F1,Registered
81-366,,,,,,,,Sweden,CEMILIA F1,Registered
81-366,,,,,,,,Ireland,CEMILIA F1,Registered
81-366,,,,,,,,Italy,CEMILIA F1,Registered
81-366,,,,,,,,Latvia,CEMILIA F1,Registered
81-366,,,,,,,,Lithuania,CEMILIA F1,Registered
81-366,,,,,,,,Luxembourg,CEMILIA F1,Registered
81-366,,,,,,,,Malta,CEMILIA F1,Registered
81-366,,,,,,,,Netherlands,CEMILIA F1,Registered
81-366,,,,,,,,Austria,CEMILIA F1,Registered
81-366,,,,,,,,Belgium,CEMILIA F1,Registered
81-366,,,,,,,,Bulgaria,CEMILIA F1,Registered
81-366,,,,,,,,Croatia,CEMILIA F1,Registered
81-366,,,,,,,,Cyprus,CEMILIA F1,Registered
81-366,,,,,,,,Czech Republic,CEMILIA F1,Registered
81-366,,,,,,,,Denmark,CEMILIA F1,Registered
81-366,,,,,,,,Estonia,CEMILIA F1,Registered
81-366,,,,,,,,Finland,CEMILIA F1,Registered
82-145,Tomato,,"Indeterminate Cluster Tomato, early, strong plant HR: ToMV, Va, Vd, Fol 0-1/ IR: Ma, Mi, Mj, TYLCV,","Red color, round, firm, medium size fruit, 120-130 gr.",,"Autumn ,Winter and spring seasons in greenhouse.","Plant: Indeterminate Cluster Tomato, early, strong plant HR: ToMV, Va, Vd, Fol 0-1/ IR: Ma, Mi, Mj, TYLCV,
Fruit: Red color, round, firm, medium size fruit, 120-130 gr.
Cultivation: Autumn ,Winter and spring seasons in greenhouse.",Cyprus,MARKA F1,In Progress
82-196,Tomato,,"Indeterminate cluster tomato, vigorous plant, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Round, red color, 120-140 g, firm, good cluster shape, 5-6 fruits per cluster.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate cluster tomato, vigorous plant, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Round, red color, 120-140 g, firm, good cluster shape, 5-6 fruits per cluster.
Cultivation: Autumn and spring seasons in greenhouse.",France,82-196 F1,In Progress
82-378,Tomato,,"Indeterminate Tomato, single harvest, short internodes, productive. HR: TMoV,Ve, Fol 0-1 / IR: TYLCV","Red color, slightly flat, 200-220 gr.",,Spring season in greenhouse and open field.,"Plant: Indeterminate Tomato, single harvest, short internodes, productive. HR: TMoV,Ve, Fol 0-1 / IR: TYLCV
Fruit: Red color, slightly flat, 200-220 gr.
Cultivation: Spring season in greenhouse and open field.",Morocco,KONYA F1,Registered
82-379,Tomato,,"Indeterminate Tomato, strong plant, early, mid-long internodes. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Red color, 6-8 fruits per cluster, firm, slightly flat, 130-150 g.",,"Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate Tomato, strong plant, early, mid-long internodes. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV
Fruit: Red color, 6-8 fruits per cluster, firm, slightly flat, 130-150 g.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Turkmenistan,SALKYM F1,In Progress
82-379,,,,,,,,Cyprus,D?Z? F1,In Progress
82-448,Tomato,,"Indeterminate Tomato, vigorous plant, short internodes, very early.","Red color, firm, 170-190 gr.","HR: ToMV, Vd,Va, Fol 0-1 / IR: Ma, Mi, Mj, TYLCV",Winter season in greenhouse.,"Plant: Indeterminate Tomato, vigorous plant, short internodes, very early.
Fruit: Red color, firm, 170-190 gr.
Cultivation: Winter season in greenhouse.",Kuwait,ANIT F1,In Progress
82-448,,,,,,,,Kuwait,82-448 F1,In Progress
82-448,,,,,,,,Turkmenistan,M?ZAN F1,In Progress
82-448,,,,,,,,Turkmenistan,SINYOR F1,In Progress
82-448,,,,,,,,Uzbekistan,ANAR F1,In Progress
82-448,,,,,,,,Cyprus,ANIT F1,In Progress
82-448,,,,,,,,Morocco,ADANA  F1,Registered
82-448,,,,,,,,Syria,JAWAHER F1,Registered
82-580,Tomato,,"Indeterminate Chocolate Coctail Tomato, very early.","Brownish color, firm fruit, 70-80 gr.","HR: ToMV, Vd, Va, Fol 0-1-2, Ff A-B /IR: Ma, Mj, Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Chocolate Coctail Tomato, very early.
Fruit: Brownish color, firm fruit, 70-80 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Canada,KAHLUA F1,In Progress
82-580,,,,,,,,Mexico,KAHLUA F1,In Progress
82-580,,,,,,,,United States,KAHLUA F1,In Progress
